record_key	level	name	council	region	admin_district	core_council	population_2022	male_2022	female_2022	households_2022	avg_household_size_2022	census_source_location	lat	lon	geocode_precision	location_source	location_ref	location_note	campus	distance_km	transport_band	nearest_primary_campus	distance_to_primary_km	primary_band	campus_cluster	in_catchment	ward_score	ward_tier	rank_in_cluster	factors_known	score_factors
AU_ward_moshi-district-council_mwika-kaskazini	ward	Mwika Kaskazini	Moshi District Council	Kilimanjaro	Moshi	False	19934	9916	10018	5550	3.6	Table 3.5, PDF page 69 (printed page 43), row 30	-3.3227435	37.5802505	estimated	wikipedia	Mwika Kaskazini	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	49.1	>25 km (outside catchment)	Usa River	79.7	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_moshi-district-council_mwika-kusini	ward	Mwika Kusini	Moshi District Council	Kilimanjaro	Moshi	False	19509	9529	9980	5525	3.5	Table 3.5, PDF page 69 (printed page 43), row 31	-3.3489637	37.5705515	estimated	wikipedia	Mwika Kusini	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	48.0	>25 km (outside catchment)	Usa River	78.5	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_moshi-district-council_makuyuni	ward	Makuyuni	Moshi District Council	Kilimanjaro	Moshi	False	24421	11886	12535	7146	3.4	Table 3.5, PDF page 69 (printed page 43), row 32				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_moshi-municipal-council_kilimanjaro	ward	Kilimanjaro	Moshi Municipal Council	Kilimanjaro	Moshi	False	8752	5202	3550	1394	6.3	Table 3.4, PDF page 68 (printed page 42), row 1	-3.34125	37.33	estimated	wikipedia	Kilimanjaro (ward)	Wikipedia ward point, corroborated by the OpenStreetMap village 'Kilimanjaro' 0.5 km away.	Boma Ngombe	21.3	21-25 km	Usa River	51.9	>25 km (outside catchment)	Boma Ng'ombe	yes	8.6	P4	37	2 of 5	"{""population_2022_relative"": 6.1, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_mfumuni	ward	Mfumuni	Moshi Municipal Council	Kilimanjaro	Moshi	False	4029	1944	2085	1134	3.6	Table 3.4, PDF page 68 (printed page 42), row 2	-3.3357	37.3462	estimated	wikipedia	Mfumuni	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	23.1	21-25 km	Usa River	53.7	>25 km (outside catchment)	Boma Ng'ombe	yes	3.6	P4	42	2 of 5	"{""population_2022_relative"": 1.1, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_kiusa	ward	Kiusa	Moshi Municipal Council	Kilimanjaro	Moshi	False	2998	1514	1484	1021	2.9	Table 3.4, PDF page 68 (printed page 42), row 3	-3.3532	37.3358	estimated	wikipedia	Kiusa	Wikipedia ward point, corroborated by the OpenStreetMap village 'Kiusa' 0.3 km away.	Boma Ngombe	22.0	21-25 km	Usa River	52.5	>25 km (outside catchment)	Boma Ng'ombe	yes	3.3	P4	43	2 of 5	"{""population_2022_relative"": 0.8, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_korongoni	ward	Korongoni	Moshi Municipal Council	Kilimanjaro	Moshi	False	5671	2803	2868	1891	3.0	Table 3.4, PDF page 68 (printed page 42), row 4	-3.37322222	37.32688889	estimated	wikipedia	Korongoni	Wikipedia ward point, corroborated by the OpenStreetMap village 'Korongoni' 0.5 km away.	Boma Ngombe	21.4	21-25 km	Usa River	51.5	>25 km (outside catchment)	Boma Ng'ombe	yes	4.9	P4	41	2 of 5	"{""population_2022_relative"": 2.4, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_soweto	ward	Soweto	Moshi Municipal Council	Kilimanjaro	Moshi	False	15219	6866	8353	4537	3.4	Table 3.4, PDF page 68 (printed page 42), row 5	-3.3593	37.3186	estimated	wikipedia	Soweto, Moshi Mjini	Wikipedia ward point, corroborated by the OpenStreetMap village 'Soweto' 0.7 km away.	Boma Ngombe	20.2	21-25 km	Usa River	50.6	>25 km (outside catchment)	Boma Ng'ombe	yes	22.2	P3	18	2 of 5	"{""population_2022_relative"": 19.7, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_shirimatunda	ward	Shirimatunda	Moshi Municipal Council	Kilimanjaro	Moshi	False	8165	3953	4212	2233	3.7	Table 3.4, PDF page 68 (printed page 42), row 6	-3.3613	37.3083	estimated	wikipedia	Shirimatunda	Wikipedia ward point, corroborated by the OpenStreetMap village 'Shirimatunda' 1.0 km away.	Boma Ngombe	19.1	16-20 km	Usa River	49.4	>25 km (outside catchment)	Boma Ng'ombe	yes	10.0	P4	34	2 of 5	"{""population_2022_relative"": 5.0, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_karanga	ward	Karanga	Moshi Municipal Council	Kilimanjaro	Moshi	False	11709	6628	5081	2770	4.2	Table 3.4, PDF page 68 (printed page 42), row 7	-3.3436995	37.3032857	estimated	osm_place	node/9260293171	OpenStreetMap village 'Karanga'; no Wikipedia ward point.	Boma Ngombe	18.3	16-20 km	Usa River	48.9	>25 km (outside catchment)	Boma Ng'ombe	yes	17.4	P4	26	2 of 5	"{""population_2022_relative"": 12.4, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_longuo-b	ward	Longuo B	Moshi Municipal Council	Kilimanjaro	Moshi	False	8944	4231	4713	2618	3.4	Table 3.4, PDF page 68 (printed page 42), row 8				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_moshi-municipal-council_rau	ward	Rau	Moshi Municipal Council	Kilimanjaro	Moshi	False	11745	5657	6088	3989	2.9	Table 3.4, PDF page 68 (printed page 42), row 9	-3.30905556	37.34544444	estimated	wikipedia	Rau (Tanzanian ward)	Wikipedia ward point, corroborated by the OpenStreetMap village 'Rau' 0.0 km away.	Boma Ngombe	23.2	21-25 km	Usa River	53.9	>25 km (outside catchment)	Boma Ng'ombe	yes	15.1	P4	31	2 of 5	"{""population_2022_relative"": 12.6, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_bomambuzi	ward	Bomambuzi	Moshi Municipal Council	Kilimanjaro	Moshi	False	20326	9710	10616	5994	3.4	Table 3.4, PDF page 68 (printed page 42), row 10	-3.3722417	37.3405765	estimated	osm_place	node/9260157187	OpenStreetMap village 'Boma Mbuzi'; no Wikipedia ward point.	Boma Ngombe	22.8	21-25 km	Usa River	53.0	>25 km (outside catchment)	Boma Ng'ombe	yes	27.8	P3	7	2 of 5	"{""population_2022_relative"": 25.3, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_majengo	ward	Majengo	Moshi Municipal Council	Kilimanjaro	Moshi	False	7385	3529	3856	2664	2.8	Table 3.4, PDF page 68 (printed page 42), row 11	-3.3401	37.3394	estimated	wikipedia	Majengo, Moshi Municipal Council, Kilimanjaro	Wikipedia ward point, corroborated by the OpenStreetMap village 'Majengo' 1.6 km away.	Boma Ngombe	22.3	21-25 km	Usa River	52.9	>25 km (outside catchment)	Boma Ng'ombe	yes	6.4	P4	40	2 of 5	"{""population_2022_relative"": 3.9, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_mawenzi	ward	Mawenzi	Moshi Municipal Council	Kilimanjaro	Moshi	False	1540	803	737	395	3.9	Table 3.4, PDF page 68 (printed page 42), row 12	-3.3489229	37.3427344	estimated	osm_place	node/9260293176	OpenStreetMap village 'Mawenzi'; no Wikipedia ward point.	Boma Ngombe	22.8	21-25 km	Usa River	53.3	>25 km (outside catchment)	Boma Ng'ombe	yes	2.5	P4	45	2 of 5	"{""population_2022_relative"": 0.0, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_bondeni	ward	Bondeni	Moshi Municipal Council	Kilimanjaro	Moshi	False	2712	1514	1198	811	3.3	Table 3.4, PDF page 68 (printed page 42), row 13	-3.3568	37.3394	estimated	wikipedia	Bondeni, Moshi Municipal Council, Kilimanjaro	Wikipedia ward point, corroborated by the OpenStreetMap village 'Bondeni' 0.1 km away.	Boma Ngombe	22.5	21-25 km	Usa River	52.9	>25 km (outside catchment)	Boma Ng'ombe	yes	3.0	P4	44	2 of 5	"{""population_2022_relative"": 0.5, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_kiborloni	ward	Kiborloni	Moshi Municipal Council	Kilimanjaro	Moshi	False	9202	4237	4965	2910	3.2	Table 3.4, PDF page 68 (printed page 42), row 14				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_moshi-municipal-council_ngambo	ward	Ng'ambo	Moshi Municipal Council	Kilimanjaro	Moshi	False	12482	5754	6728	3706	3.4	Table 3.4, PDF page 68 (printed page 42), row 15	-3.3478	37.381	estimated	wikipedia	Ng'ambo, Moshi Mjini	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	27.0	>25 km (outside catchment)	Usa River	57.5	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_moshi-municipal-council_msaranga	ward	Msaranga	Moshi Municipal Council	Kilimanjaro	Moshi	False	13138	6272	6866	3611	3.6	Table 3.4, PDF page 68 (printed page 42), row 16	-3.33333333	37.36666667	estimated	wikipedia	Msaranga	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	25.4	>25 km (outside catchment)	Usa River	56.0	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_moshi-municipal-council_mji-mpya	ward	Mji Mpya	Moshi Municipal Council	Kilimanjaro	Moshi	False	16582	7951	8631	5082	3.3	Table 3.4, PDF page 68 (printed page 42), row 17	-3.3499321	37.3614808	estimated	osm_place	node/9260293178	OpenStreetMap village 'Mji Mpya'; no Wikipedia ward point.	Boma Ngombe	24.8	21-25 km	Usa River	55.3	>25 km (outside catchment)	Boma Ng'ombe	yes	23.8	P3	14	2 of 5	"{""population_2022_relative"": 21.3, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_miembeni	ward	Miembeni	Moshi Municipal Council	Kilimanjaro	Moshi	False	18508	8804	9704	5635	3.3	Table 3.4, PDF page 68 (printed page 42), row 18	-3.35633333	37.35386111	estimated	wikipedia	Miembeni, Moshi Mjini	Wikipedia ward point, corroborated by the OpenStreetMap village 'Miembeni' 0.7 km away.	Boma Ngombe	24.1	21-25 km	Usa River	54.5	>25 km (outside catchment)	Boma Ng'ombe	yes	25.1	P3	12	2 of 5	"{""population_2022_relative"": 22.6, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_njoro	ward	Njoro	Moshi Municipal Council	Kilimanjaro	Moshi	False	15511	7739	7772	4766	3.3	Table 3.4, PDF page 68 (printed page 42), row 19	-3.3557	37.3499	estimated	wikipedia	Njoro (Tanzanian ward)	Wikipedia ward point, corroborated by the OpenStreetMap village 'Njoro' 0.3 km away.	Boma Ngombe	23.6	21-25 km	Usa River	54.0	>25 km (outside catchment)	Boma Ng'ombe	yes	22.5	P3	17	2 of 5	"{""population_2022_relative"": 20.0, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_kaloleni	ward	Kaloleni	Moshi Municipal Council	Kilimanjaro	Moshi	False	8264	4094	4170	2422	3.4	Table 3.4, PDF page 68 (printed page 42), row 20	-3.3712	37.3458	estimated	wikipedia	Kaloleni (Moshi Urban ward)	Wikipedia ward point, corroborated by the OpenStreetMap village 'Kaloleni' 0.3 km away.	Boma Ngombe	23.4	21-25 km	Usa River	53.6	>25 km (outside catchment)	Boma Ng'ombe	yes	7.8	P4	38	2 of 5	"{""population_2022_relative"": 5.3, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_moshi-municipal-council_pasua	ward	Pasua	Moshi Municipal Council	Kilimanjaro	Moshi	False	18851	9257	9594	5630	3.3	Table 3.4, PDF page 68 (printed page 42), row 21	-3.3753474	37.3378824	estimated	osm_place	node/3783082537	OpenStreetMap village 'Pasua'; no Wikipedia ward point.	Boma Ngombe	22.6	21-25 km	Usa River	52.7	>25 km (outside catchment)	Boma Ng'ombe	yes	25.7	P3	11	2 of 5	"{""population_2022_relative"": 23.2, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_miti-mirefu	ward	Miti Mirefu	Siha District Council	Kilimanjaro	Siha	False	1989	982	1007	574	3.5	Table 3.7, PDF page 71 (printed page 45), row 1				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_ndumeti	ward	Ndumeti	Siha District Council	Kilimanjaro	Siha	False	12345	6171	6174	3359	3.7	Table 3.7, PDF page 71 (printed page 45), row 2	-2.9981	37.0699	estimated	wikipedia	Ndumeti	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	38.1	>25 km (outside catchment)	Usa River	46.8	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_siha-district-council_ngarenairobi	ward	Ngarenairobi	Siha District Council	Kilimanjaro	Siha	False	13794	6810	6984	3782	3.6	Table 3.7, PDF page 71 (printed page 45), row 3	-3.0428	37.0504	estimated	wikipedia	Ngarenairobi	Wikipedia ward point; no OpenStreetMap evidence to corroborate it.	Boma Ngombe	33.8	>25 km (outside catchment)	Usa River	41.4	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_siha-district-council_karansi	ward	Karansi	Siha District Council	Kilimanjaro	Siha	False	13816	6593	7223	3196	4.3	Table 3.7, PDF page 71 (printed page 45), row 4	-3.1896	36.9879	estimated	wikipedia	Karansi	Wikipedia ward point, corroborated by the OpenStreetMap village 'Karansi' 0.3 km away.	Boma Ngombe	23.2	21-25 km	Usa River	23.9	21-25 km	Boma Ng'ombe	yes	21.6	P3	20	2 of 5	"{""population_2022_relative"": 16.6, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_gararagua	ward	Gararagua	Siha District Council	Kilimanjaro	Siha	False	11815	5629	6186	2748	4.3	Table 3.7, PDF page 71 (printed page 45), row 5	-3.1628	37.0034	estimated	wikipedia	Gararagua	Wikipedia ward point, corroborated by the OpenStreetMap place 'Wiri, Garararua', listed under 'Garararua' 2.4 km away.	Boma Ngombe	24.2	21-25 km	Usa River	27.3	>25 km (outside catchment)	Boma Ng'ombe	yes	15.7	P4	29	2 of 5	"{""population_2022_relative"": 13.2, ""transport_band"": 2.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_sanya-juu	ward	Sanya Juu	Siha District Council	Kilimanjaro	Siha	False	14293	6819	7474	3828	3.7	Table 3.7, PDF page 71 (printed page 45), row 6	-3.1868	37.0709	estimated	wikipedia	Sanya Juu	Wikipedia ward point, corroborated by the OpenStreetMap town 'Sanya Juu' 0.4 km away.	Boma Ngombe	18.0	16-20 km	Usa River	30.4	>25 km (outside catchment)	Boma Ng'ombe	yes	22.9	P3	16	2 of 5	"{""population_2022_relative"": 17.9, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_livishi	ward	Livishi	Siha District Council	Kilimanjaro	Siha	False	5198	2561	2637	1475	3.5	Table 3.7, PDF page 71 (printed page 45), row 7	-3.1614	37.0911	estimated	wikipedia	Livishi	Wikipedia ward point, corroborated by the centre of 6 OpenStreetMap places listed under 'Livishi' (spread 2.7 km) 1.3 km away.	Boma Ngombe	19.9	16-20 km	Usa River	33.9	>25 km (outside catchment)	Boma Ng'ombe	yes	6.8	P4	39	2 of 5	"{""population_2022_relative"": 1.8, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_nasai	ward	Nasai	Siha District Council	Kilimanjaro	Siha	False	8594	4096	4498	2571	3.3	Table 3.7, PDF page 71 (printed page 45), row 8	-3.1895	37.0799	estimated	wikipedia	Nasai (ward)	Wikipedia ward point, corroborated by the centre of 3 OpenStreetMap places listed under 'Nasai' (spread 1.2 km) 1.1 km away.	Boma Ngombe	17.3	16-20 km	Usa River	30.9	>25 km (outside catchment)	Boma Ng'ombe	yes	10.5	P4	33	2 of 5	"{""population_2022_relative"": 5.5, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_kirua	ward	Kirua	Siha District Council	Kilimanjaro	Siha	False	6626	3169	3457	1845	3.6	Table 3.7, PDF page 71 (printed page 45), row 9				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_ivaeny	ward	Ivaeny	Siha District Council	Kilimanjaro	Siha	False	3611	1781	1830	1024	3.5	Table 3.7, PDF page 71 (printed page 45), row 10				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_kashashi	ward	Kashashi	Siha District Council	Kilimanjaro	Siha	False	5573	2762	2811	1565	3.6	Table 3.7, PDF page 71 (printed page 45), row 11	-3.2096	37.1223	estimated	wikipedia	Kashashi	Wikipedia ward point, corroborated by the OpenStreetMap neighbourhood 'Kashashi, Kashashi' 1.4 km away.	Boma Ngombe	14.0	11-15 km	Usa River	33.5	>25 km (outside catchment)	Boma Ng'ombe	yes	9.6	P4	36	2 of 5	"{""population_2022_relative"": 2.1, ""transport_band"": 7.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_ormelili	ward	Ormelili	Siha District Council	Kilimanjaro	Siha	False	7174	3393	3781	1768	4.1	Table 3.7, PDF page 71 (printed page 45), row 12	-3.3472003	37.0662979	estimated	osm_place	node/7556583771	OpenStreetMap neighbourhood 'Ormelili, Olkolili'; no Wikipedia ward point.	Boma Ngombe	8.1	6-10 km	Usa River	22.6	21-25 km	Boma Ng'ombe	yes	16.2	P4	27	2 of 5	"{""population_2022_relative"": 3.7, ""transport_band"": 12.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_olkolili	ward	Olkolili	Siha District Council	Kilimanjaro	Siha	False	5100	2377	2723	1101	4.6	Table 3.7, PDF page 71 (printed page 45), row 13	-3.3063	37.0868	estimated	wikipedia	Olkolili	Wikipedia ward point, corroborated by the OpenStreetMap neighbourhood 'Olkolili, Olkolili' 3.8 km away.	Boma Ngombe	6.5	6-10 km	Usa River	25.7	>25 km (outside catchment)	Boma Ng'ombe	yes	11.6	P4	32	2 of 5	"{""population_2022_relative"": 1.6, ""transport_band"": 10.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_siha-district-council_donyomurwak	ward	Donyomurwak	Siha District Council	Kilimanjaro	Siha	False	9840	4724	5116	2180	4.5	Table 3.7, PDF page 71 (printed page 45), row 14				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_songu	ward	Songu	Siha District Council	Kilimanjaro	Siha	False	2644	1371	1273	652	4.1	Table 3.7, PDF page 71 (printed page 45), row 15				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_biriri	ward	Biriri	Siha District Council	Kilimanjaro	Siha	False	5179	2542	2637	1287	4.0	Table 3.7, PDF page 71 (printed page 45), row 16				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_siha-district-council_makiwaru	ward	Makiwaru	Siha District Council	Kilimanjaro	Siha	False	11428	5513	5915	2586	4.4	Table 3.7, PDF page 71 (printed page 45), row 17	-3.2331	37.037	estimated	wikipedia	Makiwaru	Wikipedia ward point, corroborated by the OpenStreetMap neighbourhood 'Makiwaru' 1.4 km away.	Boma Ngombe	15.9	16-20 km	Usa River	24.2	21-25 km	Boma Ng'ombe	yes	19.6	P4	22	2 of 5	"{""population_2022_relative"": 12.1, ""transport_band"": 7.5, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_simanjiro-district-council_loiborsiret	ward	Loiborsiret	Simanjiro District Council	Manyara	Simanjiro	False	25332	12186	13146	5561	4.6	Table 21.6, PDF page 227 (printed page 201), row 1				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_emboreet	ward	Emboreet	Simanjiro District Council	Manyara	Simanjiro	False	20996	10277	10719	4364	4.8	Table 21.6, PDF page 227 (printed page 201), row 2				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_terrat	ward	Terrat	Simanjiro District Council	Manyara	Simanjiro	False	14290	6807	7483	3075	4.6	Table 21.6, PDF page 227 (printed page 201), row 3				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_oljoro-no-5	ward	Oljoro No.5	Simanjiro District Council	Manyara	Simanjiro	False	20360	9411	10949	4390	4.6	Table 21.6, PDF page 227 (printed page 201), row 4				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_komolo	ward	Komolo	Simanjiro District Council	Manyara	Simanjiro	False	23665	11847	11818	5265	4.5	Table 21.6, PDF page 227 (printed page 201), row 5				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_shambarai	ward	Shambarai	Simanjiro District Council	Manyara	Simanjiro	False	15113	7871	7242	3546	4.3	Table 21.6, PDF page 227 (printed page 201), row 6	-3.5794198	36.9348884	estimated	osm_place	node/7661187863	OpenStreetMap hamlet 'Shambarai, Shambarai'; no Wikipedia ward point.	Usa River	25.2	>25 km (outside catchment)	Usa River	25.2	>25 km (outside catchment)	Usa River	no					
AU_ward_simanjiro-district-council_mirerani	ward	Mirerani	Simanjiro District Council	Manyara	Simanjiro	False	21250	10579	10671	6064	3.5	Table 21.6, PDF page 227 (printed page 201), row 7	-3.5589907	36.9835742	estimated	osm_place	node/262017801	OpenStreetMap town 'Mirerani'; no Wikipedia ward point.	Usa River	25.4	>25 km (outside catchment)	Usa River	25.4	>25 km (outside catchment)	Usa River	no					
AU_ward_simanjiro-district-council_naisinyai	ward	Naisinyai	Simanjiro District Council	Manyara	Simanjiro	False	18177	11119	7058	3091	5.9	Table 21.6, PDF page 227 (printed page 201), row 8	-3.5179425	37.0277223	estimated	osm_place	node/7048768883	OpenStreetMap village 'Naisinyai'; no Wikipedia ward point.	Boma Ngombe	23.8	21-25 km	Usa River	25.0	21-25 km	Boma Ng'ombe	yes	27.1	P3	8	2 of 5	"{""population_2022_relative"": 22.1, ""transport_band"": 5.0, ""access_readiness"": 0, ""convening_opportunity"": 0, ""observed_yield"": 0}"
AU_ward_simanjiro-district-council_endiamutu	ward	Endiamutu	Simanjiro District Council	Manyara	Simanjiro	False	15979	7895	8084	4408	3.6	Table 21.6, PDF page 227 (printed page 201), row 9				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_msitu-wa-tembo	ward	Msitu wa Tembo	Simanjiro District Council	Manyara	Simanjiro	False	15383	7472	7911	3769	4.1	Table 21.6, PDF page 227 (printed page 201), row 10	-3.6173775	37.3239605	estimated	osm_place	node/7064590689	OpenStreetMap village 'Msitu wa tembo'; no Wikipedia ward point.	Boma Ngombe	37.6	>25 km (outside catchment)	Usa River	58.4	>25 km (outside catchment)	Boma Ng'ombe	no					
AU_ward_simanjiro-district-council_ngorika	ward	Ngorika	Simanjiro District Council	Manyara	Simanjiro	False	8936	4475	4461	2258	4.0	Table 21.6, PDF page 227 (printed page 201), row 11				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_loiborsoit	ward	Loiborsoit	Simanjiro District Council	Manyara	Simanjiro	False	12713	6570	6143	3243	3.9	Table 21.6, PDF page 227 (printed page 201), row 12				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_ruvu-remit	ward	Ruvu Remit	Simanjiro District Council	Manyara	Simanjiro	False	8285	3930	4355	1854	4.5	Table 21.6, PDF page 227 (printed page 201), row 13				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_orkesumet	ward	Orkesumet	Simanjiro District Council	Manyara	Simanjiro	False	9437	4648	4789	2504	3.8	Table 21.6, PDF page 227 (printed page 201), row 14				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_naberera	ward	Naberera	Simanjiro District Council	Manyara	Simanjiro	False	33344	16366	16978	7703	4.3	Table 21.6, PDF page 227 (printed page 201), row 15				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_kitwai	ward	Kitwai	Simanjiro District Council	Manyara	Simanjiro	False	10082	4543	5539	2232	4.5	Table 21.6, PDF page 227 (printed page 201), row 16				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_endonyongijape	ward	Endonyongijape	Simanjiro District Council	Manyara	Simanjiro	False	7133	3409	3724	1393	5.1	Table 21.6, PDF page 227 (printed page 201), row 17				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_ward_simanjiro-district-council_langai	ward	Langai	Simanjiro District Council	Manyara	Simanjiro	False	10694	5249	5445	2303	4.6	Table 21.6, PDF page 227 (printed page 201), row 18				none		No reference point found in Wikipedia, OpenStreetMap or the gazetteer.			unknown			unknown		unknown					
AU_council_arusha-city-council	council	Arusha City Council	Arusha City Council	Arusha	Arusha	True	617631	292771	324860	180576	3.4	Table 2.7, PDF page 62: council total (wards reconcile: True)									unknown			unknown							
AU_council_arusha-district-council	council	Arusha District Council	Arusha District Council	Arusha	Arumeru	True	449518	211650	237868	120997	3.7	Table 2.3, PDF page 58: council total (wards reconcile: True)									unknown			unknown							
AU_council_hai-district-council	council	Hai District Council	Hai District Council	Kilimanjaro	Hai	True	240999	117223	123776	64754	3.7	Table 3.6, PDF page 70: council total (wards reconcile: True)									unknown			unknown							
