record_key	office_key	organisation_name	post_key	office_title	office_title_sw	appointment_type	holder_name	holder_verified_on	tenure_source_url	role_phone	published_role_email	b2g_check_required	pdpa_risk	verification_status	source_url
GPOST_ward-hai-district-council-machame-kaskazini_ward_councillor	GOFF_ward_hai-district-council_machame-kaskazini	Ofisi ya Kata ya Machame Kaskazini (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Trael B. Mboya	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-machame-kaskazini_ward_community_development_officer	GOFF_ward_hai-district-council_machame-kaskazini	Ofisi ya Kata ya Machame Kaskazini (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-mashariki_ward_executive_officer	GOFF_ward_hai-district-council_machame-mashariki	Ofisi ya Kata ya Machame Mashariki (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-mashariki_ward_councillor	GOFF_ward_hai-district-council_machame-mashariki	Ofisi ya Kata ya Machame Mashariki (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Jordan C. Ngowi	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-machame-mashariki_ward_community_development_officer	GOFF_ward_hai-district-council_machame-mashariki	Ofisi ya Kata ya Machame Mashariki (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-narumu_ward_executive_officer	GOFF_ward_hai-district-council_machame-narumu	Ofisi ya Kata ya Machame Narumu (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-machame-narumu_ward_councillor	GOFF_ward_hai-district-council_machame-narumu	Ofisi ya Kata ya Machame Narumu (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Patrick P. Munishi	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-machame-narumu_ward_community_development_officer	GOFF_ward_hai-district-council_machame-narumu	Ofisi ya Kata ya Machame Narumu (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-mnadani_ward_executive_officer	GOFF_ward_hai-district-council_mnadani	Ofisi ya Kata ya Mnadani (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-mnadani_ward_councillor	GOFF_ward_hai-district-council_mnadani	Ofisi ya Kata ya Mnadani (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Emmanuel M. Mgonja	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-mnadani_ward_community_development_officer	GOFF_ward_hai-district-council_mnadani	Ofisi ya Kata ya Mnadani (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-weruweru_ward_executive_officer	GOFF_ward_hai-district-council_weruweru	Ofisi ya Kata ya Weruweru (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-weruweru_ward_councillor	GOFF_ward_hai-district-council_weruweru	Ofisi ya Kata ya Weruweru (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Saimon M. Tarimo	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-weruweru_ward_community_development_officer	GOFF_ward_hai-district-council_weruweru	Ofisi ya Kata ya Weruweru (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-magharibi_ward_executive_officer	GOFF_ward_hai-district-council_masama-magharibi	Ofisi ya Kata ya Masama Magharibi (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-magharibi_ward_councillor	GOFF_ward_hai-district-council_masama-magharibi	Ofisi ya Kata ya Masama Magharibi (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Eliufoo H. Christopher	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-masama-magharibi_ward_community_development_officer	GOFF_ward_hai-district-council_masama-magharibi	Ofisi ya Kata ya Masama Magharibi (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-kati_ward_executive_officer	GOFF_ward_hai-district-council_masama-kati	Ofisi ya Kata ya Masama Kati (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-kati_ward_councillor	GOFF_ward_hai-district-council_masama-kati	Ofisi ya Kata ya Masama Kati (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Kandata A. Kimaro	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-masama-kati_ward_community_development_officer	GOFF_ward_hai-district-council_masama-kati	Ofisi ya Kata ya Masama Kati (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-mashariki_ward_executive_officer	GOFF_ward_hai-district-council_masama-mashariki	Ofisi ya Kata ya Masama Mashariki (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-mashariki_ward_councillor	GOFF_ward_hai-district-council_masama-mashariki	Ofisi ya Kata ya Masama Mashariki (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Jublathe A. Ndosi	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-masama-mashariki_ward_community_development_officer	GOFF_ward_hai-district-council_masama-mashariki	Ofisi ya Kata ya Masama Mashariki (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-rundugai_ward_executive_officer	GOFF_ward_hai-district-council_masama-rundugai	Ofisi ya Kata ya Masama Rundugai (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-rundugai_ward_councillor	GOFF_ward_hai-district-council_masama-rundugai	Ofisi ya Kata ya Masama Rundugai (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Simbano A. Waziri	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-masama-rundugai_ward_community_development_officer	GOFF_ward_hai-district-council_masama-rundugai	Ofisi ya Kata ya Masama Rundugai (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-kia_ward_executive_officer	GOFF_ward_hai-district-council_kia	Ofisi ya Kata ya KIA (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-kia_ward_councillor	GOFF_ward_hai-district-council_kia	Ofisi ya Kata ya KIA (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Tehera K. Mollel	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-kia_ward_community_development_officer	GOFF_ward_hai-district-council_kia	Ofisi ya Kata ya KIA (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-muungano_ward_executive_officer	GOFF_ward_hai-district-council_muungano	Ofisi ya Kata ya Muungano (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-muungano_ward_councillor	GOFF_ward_hai-district-council_muungano	Ofisi ya Kata ya Muungano (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Edmund Rutaraka	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-muungano_ward_community_development_officer	GOFF_ward_hai-district-council_muungano	Ofisi ya Kata ya Muungano (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-bondeni_ward_executive_officer	GOFF_ward_hai-district-council_bondeni	Ofisi ya Kata ya Bondeni (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-bondeni_ward_councillor	GOFF_ward_hai-district-council_bondeni	Ofisi ya Kata ya Bondeni (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Vicent S. Mamasita	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-bondeni_ward_community_development_officer	GOFF_ward_hai-district-council_bondeni	Ofisi ya Kata ya Bondeni (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-bomangombe_ward_executive_officer	GOFF_ward_hai-district-council_bomangombe	Ofisi ya Kata ya Bomang'ombe (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-bomangombe_ward_councillor	GOFF_ward_hai-district-council_bomangombe	Ofisi ya Kata ya Bomang'ombe (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Evod Njau	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-bomangombe_ward_community_development_officer	GOFF_ward_hai-district-council_bomangombe	Ofisi ya Kata ya Bomang'ombe (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-kusini_ward_executive_officer	GOFF_ward_hai-district-council_masama-kusini	Ofisi ya Kata ya Masama Kusini (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-masama-kusini_ward_councillor	GOFF_ward_hai-district-council_masama-kusini	Ofisi ya Kata ya Masama Kusini (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Cedrick B. Pangani	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-masama-kusini_ward_community_development_officer	GOFF_ward_hai-district-council_masama-kusini	Ofisi ya Kata ya Masama Kusini (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-romu_ward_executive_officer	GOFF_ward_hai-district-council_romu	Ofisi ya Kata ya Romu (Hai District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-hai-district-council-romu_ward_councillor	GOFF_ward_hai-district-council_romu	Ofisi ya Kata ya Romu (Hai District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected	Hon. Salim Mfoy	2026-09-23	https://haidc.go.tz/api/pages/slug/list-of-concilors			no	medium	verified	https://haidc.go.tz/api/pages/slug/list-of-concilors
GPOST_ward-hai-district-council-romu_ward_community_development_officer	GOFF_ward_hai-district-council_romu	Ofisi ya Kata ya Romu (Hai District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ngarenanyuki_ward_executive_officer	GOFF_ward_meru-district-council_ngarenanyuki	Ofisi ya Kata ya Ngarenanyuki (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ngarenanyuki_ward_councillor	GOFF_ward_meru-district-council_ngarenanyuki	Ofisi ya Kata ya Ngarenanyuki (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-ngarenanyuki_ward_community_development_officer	GOFF_ward_meru-district-council_ngarenanyuki	Ofisi ya Kata ya Ngarenanyuki (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-leguruki_ward_executive_officer	GOFF_ward_meru-district-council_leguruki	Ofisi ya Kata ya Leguruki (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-leguruki_ward_councillor	GOFF_ward_meru-district-council_leguruki	Ofisi ya Kata ya Leguruki (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-leguruki_ward_community_development_officer	GOFF_ward_meru-district-council_leguruki	Ofisi ya Kata ya Leguruki (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kingori_ward_executive_officer	GOFF_ward_meru-district-council_kingori	Ofisi ya Kata ya King'ori (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kingori_ward_councillor	GOFF_ward_meru-district-council_kingori	Ofisi ya Kata ya King'ori (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kingori_ward_community_development_officer	GOFF_ward_meru-district-council_kingori	Ofisi ya Kata ya King'ori (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maji-ya-chai_ward_executive_officer	GOFF_ward_meru-district-council_maji-ya-chai	Ofisi ya Kata ya Maji ya Chai (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maji-ya-chai_ward_councillor	GOFF_ward_meru-district-council_maji-ya-chai	Ofisi ya Kata ya Maji ya Chai (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maji-ya-chai_ward_community_development_officer	GOFF_ward_meru-district-council_maji-ya-chai	Ofisi ya Kata ya Maji ya Chai (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikatiti_ward_executive_officer	GOFF_ward_meru-district-council_kikatiti	Ofisi ya Kata ya Kikatiti (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikatiti_ward_councillor	GOFF_ward_meru-district-council_kikatiti	Ofisi ya Kata ya Kikatiti (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-kikatiti_ward_community_development_officer	GOFF_ward_meru-district-council_kikatiti	Ofisi ya Kata ya Kikatiti (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-uwiro_ward_executive_officer	GOFF_ward_meru-district-council_uwiro	Ofisi ya Kata ya Uwiro (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-uwiro_ward_councillor	GOFF_ward_meru-district-council_uwiro	Ofisi ya Kata ya Uwiro (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-uwiro_ward_community_development_officer	GOFF_ward_meru-district-council_uwiro	Ofisi ya Kata ya Uwiro (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maruvango_ward_executive_officer	GOFF_ward_meru-district-council_maruvango	Ofisi ya Kata ya Maruvango (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maruvango_ward_councillor	GOFF_ward_meru-district-council_maruvango	Ofisi ya Kata ya Maruvango (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-maruvango_ward_community_development_officer	GOFF_ward_meru-district-council_maruvango	Ofisi ya Kata ya Maruvango (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-malula_ward_executive_officer	GOFF_ward_meru-district-council_malula	Ofisi ya Kata ya Malula (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-malula_ward_councillor	GOFF_ward_meru-district-council_malula	Ofisi ya Kata ya Malula (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-malula_ward_community_development_officer	GOFF_ward_meru-district-council_malula	Ofisi ya Kata ya Malula (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-imbaseni_ward_executive_officer	GOFF_ward_meru-district-council_imbaseni	Ofisi ya Kata ya Imbaseni (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-imbaseni_ward_councillor	GOFF_ward_meru-district-council_imbaseni	Ofisi ya Kata ya Imbaseni (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-imbaseni_ward_community_development_officer	GOFF_ward_meru-district-council_imbaseni	Ofisi ya Kata ya Imbaseni (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-usariver_ward_executive_officer	GOFF_ward_meru-district-council_usariver	Ofisi ya Kata ya Usariver (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-usariver_ward_councillor	GOFF_ward_meru-district-council_usariver	Ofisi ya Kata ya Usariver (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-usariver_ward_community_development_officer	GOFF_ward_meru-district-council_usariver	Ofisi ya Kata ya Usariver (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoaranga_ward_executive_officer	GOFF_ward_meru-district-council_nkoaranga	Ofisi ya Kata ya Nkoaranga (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoaranga_ward_councillor	GOFF_ward_meru-district-council_nkoaranga	Ofisi ya Kata ya Nkoaranga (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-nkoaranga_ward_community_development_officer	GOFF_ward_meru-district-council_nkoaranga	Ofisi ya Kata ya Nkoaranga (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-poli_ward_executive_officer	GOFF_ward_meru-district-council_poli	Ofisi ya Kata ya Poli (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-poli_ward_councillor	GOFF_ward_meru-district-council_poli	Ofisi ya Kata ya Poli (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-poli_ward_community_development_officer	GOFF_ward_meru-district-council_poli	Ofisi ya Kata ya Poli (Meru District Council)	ward_community_development_officer	Ward Community Development Officer	Afisa Maendeleo ya Jamii wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-seela-singisi_ward_executive_officer	GOFF_ward_meru-district-council_seela-singisi	Ofisi ya Kata ya Seela Sing'isi (Meru District Council)	ward_executive_officer	Ward Executive Officer (WEO)	Afisa Mtendaji wa Kata	civil_service						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
GPOST_ward-meru-district-council-seela-singisi_ward_councillor	GOFF_ward_meru-district-council_seela-singisi	Ofisi ya Kata ya Seela Sing'isi (Meru District Council)	ward_councillor	Ward Councillor	Diwani wa Kata	elected						no	low	needs_review	https://tanzlii.org/akn/tz/act/1982/7/eng@2002-07-31/source
